id,OCCP_NAME_G,CUST_JOB_INCM,HSHD_INFR_INCM,ACTL_FMLY_NUM,CUST_FMLY_NUM,LAST_CHLD_AGE,MATE_OCCP_NAME_G,MATE_JOB_INCM,CRDT_LOAN_CNT,MIN_CNTT_DATE,TOT_CRLN_AMT,TOT_REPY_AMT,CRLN_OVDU_RATE,CRLN_30OVDU_RATE,LT1Y_CLOD_RATE,STRT_CRDT_GRAD,LTST_CRDT_GRAD,PREM_OVDU_RATE,LT1Y_PEOD_RATE,AVG_STLN_RATE,STLN_REMN_AMT,LT1Y_STLN_AMT,LT1Y_SLOD_RATE,GDINS_MON_PREM,SVINS_MON_PREM,FMLY_GDINS_MNPREM,FMLY_SVINS_MNPREM,MAX_MON_PREM,TOT_PREM,FMLY_TOT_PREM,CNTT_LAMT_CNT,LT1Y_CTLT_CNT,AUTR_FAIL_MCNT,FYCM_PAID_AMT,FMLY_CLAM_CNT,FMLY_PLPY_CNT,AGE,SEX
3397,2차산업 종사자,5400,5400,4,2,19,,0,0,0,0,0,0,0,0,0,0,23,30미만,21,2000000,0,0,490000,340000,590000,340000,790000,38000000,52000000,0,0,35,6600000,11,1,45,1
3398,자영업,5500,11500,1,1,0,,0,0,0,0,0,0,0,0,0,0,14,30미만,0,0,0,0,60000,0,60000,0,60000,9000000,9000000,0,0,5,700000,2,0,35,1
3399,,0,10000,2,1,0,,0,0,0,0,0,0,0,0,0,0,4,10미만,0,0,0,0,30000,0,30000,0,160000,1000000,1000000,0,0,0,0,0,0,,
3400,운전직,4200,5400,4,2,19,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,14000000,25000000,0,0,0,3600000,9,5,50,1
3401,사무직,0,4800,4,2,34,3차산업 종사자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,80000,14000000,20000000,0,0,0,17100000,84,2,60,2
3402,3차산업 종사자,4900,6000,4,3,0,주부,0,1,201307,19000000,0,10,0,10,4,7,5,10미만,84,17000000,0,10,30000,0,30000,0,130000,17000000,20000000,0,0,1,1200000,0,6,45,2
3403,3차산업 종사자,4900,4900,1,1,0,,0,0,0,0,0,0,0,0,0,0,7,0,70,2000000,0,0,0,0,0,0,150000,4000000,4000000,1,0,0,0,0,1,45,1
3404,학생,3800,14900,5,1,14,주부,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,100000,0,100000,100000,24000000,24000000,0,0,0,0,0,1,40,2
3405,3차산업 종사자,0,5900,4,3,34,2차산업 종사자,0,1,201311,5000000,0,0,0,0,4,4,14,0,84,9000000,0,0,150000,0,300000,0,150000,19000000,30000000,0,0,0,200000,0,1,60,2
3406,기업/단체 임원,9900,9100,4,3,29,주부,0,1,201111,10000000,10000000,0,0,0,2,3,1,0,0,0,0,0,300000,0,590000,0,790000,17000000,33000000,0,0,0,2700000,0,0,60,1
3407,사무직,0,6000,3,1,39,주부,0,0,0,0,0,0,0,0,0,0,12,10미만,100,11000000,2000000,20,190000,0,190000,0,190000,20000000,20000000,0,0,7,200000,1,0,65,1
3408,기업/단체 임원,6400,6400,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,6000000,6000000,0,0,0,0,0,1,35,1
3409,사무직,3300,3300,2,1,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,0,0,0,0,1,45,1
3410,공무원,5300,8500,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100000,0,100000,790000,8000000,8000000,0,0,0,0,0,1,50,1
3411,2차산업 종사자,0,6800,2,1,0,전문직,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,120000,0,120000,16000000,16000000,0,0,0,600000,5,2,60,1
3412,단순 사무직,3100,3100,3,2,0,,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,340000,0,90000,4000000,68000000,0,0,9,6100000,0,5,30,2
3413,주부,0,9200,4,2,24,고소득 전문직,5700,0,0,0,0,0,0,0,0,0,15,10미만,0,0,0,0,230000,0,230000,260000,390000,39000000,70000000,0,0,0,2000000,5,1,45,1
3414,학생,0,0,3,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,17000000,35000000,0,0,0,0,0,2,35,1
3415,주부,0,6200,4,1,19,운전직,5000,1,200505,4000000,0,3,0,0,0,6,17,0,93,2000000,0,10,0,0,0,0,70000,4000000,4000000,0,0,5,1000000,3,1,45,2
3416,주부,0,5600,3,1,14,,0,0,0,0,0,0,0,0,0,0,11,40미만,0,0,0,0,0,200000,0,200000,200000,10000000,10000000,0,0,5,0,0,0,35,1
3417,주부,0,8300,3,1,24,2차산업 종사자,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,4000000,4000000,0,0,0,15700000,4,2,45,2
3418,사무직,5700,10700,3,1,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3000000,0,0,0,0,0,2,55,2
3419,주부,0,8300,3,2,19,사무직,5800,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,300000,0,60000,4000000,47000000,0,0,0,400000,2,1,55,2
3420,주부,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,12000000,12000000,0,0,0,0,0,1,25,2
3421,주부,0,7800,2,2,0,기업/단체 임원,7900,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,40000,5000000,12000000,0,0,0,100000,1,3,40,1
3422,,4200,7600,5,2,,,3500,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40000,0,1190000,0,70000,3000000,22000000,0,0,4,2000000,8,0,35,2
3423,2차산업 종사자,4400,7500,4,1,9,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0,140000,0,140000,16000000,16000000,0,0,0,0,0,0,35,1
3424,3차산업 종사자,4500,4500,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,300000,0,300000,5000000,5000000,0,0,0,0,0,0,40,1
3425,전문직,4800,13900,2,1,0,전문직,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,0,260000,260000,31000000,31000000,0,0,0,0,0,0,55,1
3426,3차산업 종사자,3400,5400,3,1,19,기타,0,0,0,0,0,0,0,0,0,0,5,0,87,30000000,0,20,0,0,0,0,190000,30000000,30000000,0,0,0,0,0,5,45,2
3427,2차산업 종사자,4800,5000,4,1,14,주부,0,0,0,0,0,0,0,0,0,0,10,0,68,5000000,0,10,140000,0,140000,0,990000,22000000,22000000,0,0,1,2300000,6,2,50,1
3428,주부,2700,2700,2,1,24,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,70000,5000000,5000000,0,0,0,1100000,3,1,50,2
3429,자영업,4100,9300,3,2,14,자영업,5200,1,201510,8000000,0,0,0,0,5,6,27,30미만,67,3000000,3000000,0,40000,340000,150000,340000,390000,20000000,23000000,0,0,18,0,0,0,35,1
3430,공무원,4900,7700,3,1,19,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40000,5000000,5000000,0,0,0,8500000,8,1,45,2
3431,전문직,2900,7600,3,3,0,,0,0,0,0,0,0,0,0,0,0,32,40미만,0,0,0,0,40000,0,390000,0,40000,1000000,56000000,0,0,5,10700000,0,4,25,2
3432,주부,0,5500,2,1,0,사무직,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,9000000,9000000,0,0,0,0,0,1,50,2
3433,기타,0,7100,2,2,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,5000000,25000000,0,0,0,0,0,2,65,2
3434,주부,0,5500,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000,0,340000,340000,1000000,1000000,0,0,0,0,0,0,25,1
3435,운전직,0,7900,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,23000000,0,0,0,1100000,4,1,65,2
3436,주부,0,7100,4,1,19,운전직,5200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000,0,100000,0,590000,28000000,28000000,0,0,0,5400000,19,4,40,1
3437,주부,0,4900,2,1,0,운전직,4900,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,140000,0,140000,0,140000,21000000,21000000,0,0,0,400000,2,1,45,1
3438,3차산업 종사자,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,4,20미만,0,0,0,0,0,590000,0,590000,590000,13000000,13000000,0,0,1,0,0,0,35,1
3439,주부,0,6500,5,3,34,2차산업 종사자,4600,0,0,0,0,0,0,0,0,0,11,0,66,12000000,0,0,100000,0,100000,0,390000,25000000,66000000,0,0,0,58800000,72,7,55,1
3440,주부,0,8300,4,2,29,2차산업 종사자,5100,1,201406,8000000,0,10,0,0,6,7,0,0,88,6000000,0,0,100000,0,100000,0,100000,14000000,18000000,0,0,0,800000,0,4,55,1
3441,주부,0,4700,1,1,0,,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,130000,0,130000,0,230000,19000000,19000000,0,0,11,1600000,5,1,55,2
3442,2차산업 종사자,0,3800,2,2,0,3차산업 종사자,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,990000,0,200000,25000000,51000000,0,0,0,4900000,14,3,60,2
3443,공무원,5000,12900,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,9000000,9000000,0,0,0,0,0,1,50,2
3444,사무직,5100,5100,2,2,0,주부,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,100000,0,40000,5000000,19000000,0,0,0,5500000,6,2,35,1
3445,주부,0,8700,3,1,24,2차산업 종사자,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,60000,0,160000,14000000,14000000,1,0,1,0,0,2,50,1
3446,자영업,5000,9900,4,1,34,운전직,5000,0,0,0,0,0,0,0,0,0,3,0,4,1000000,0,0,300000,0,300000,0,490000,41000000,41000000,0,0,0,300000,14,0,55,1
3447,사무직,5200,11200,2,1,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,5000000,5000000,0,0,0,0,0,2,45,1
3448,주부,0,10500,4,4,44,운전직,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1190000,70000000,119000000,0,0,1,5300000,10,9,65,2
3449,사무직,6300,9300,1,1,0,,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3000000,3000000,0,0,0,0,0,1,50,1
3450,주부,0,4100,2,1,24,,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,230000,0,230000,230000,7000000,7000000,0,0,0,0,0,0,45,1
3451,1차산업 종사자,3400,4600,4,2,34,1차산업 종사자,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50000,18000000,33000000,0,0,0,51300000,12,3,55,2
3452,자영업,0,3600,6,5,39,자영업,0,0,0,0,0,0,0,0,0,0,26,20미만,0,0,0,0,340000,0,1190000,490000,340000,22000000,119000000,0,0,9,9100000,28,0,65,2
3453,3차산업 종사자,5100,9800,4,1,14,1차산업 종사자,4700,0,0,0,0,0,0,0,0,0,5,10미만,7,0,0,0,790000,790000,790000,790000,1490000,80000000,80000000,0,0,2,100000,2,1,40,2
3454,주부,0,4600,3,2,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60000,0,60000,260000,60000,3000000,29000000,0,0,1,0,0,0,30,2
3455,주부,0,0,3,1,39,,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,60000,0,60000,0,60000,9000000,9000000,0,0,0,1800000,3,1,60,2
3456,단순 노무직,3100,5800,2,2,0,주부,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,50000,6000000,10000000,0,0,0,0,0,3,55,1
3457,사무직,4000,7900,4,2,0,전문직,4000,0,0,0,0,0,0,0,0,0,10,0,80,1000000,1000000,0,140000,0,260000,0,260000,14000000,19000000,2,0,1,2200000,27,2,40,1
3458,주부,0,4300,4,1,19,운전직,4300,2,200109,15000000,15000000,14,0,0,0,0,3,10미만,0,0,0,0,490000,100000,490000,100000,590000,26000000,26000000,1,0,1,3100000,11,1,60,2
3459,주부,0,3600,3,2,29,자영업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,340000,60000000,99000000,0,0,0,0,0,4,60,2
3460,사무직,0,6600,2,2,29,,0,2,200201,28000000,4000000,26,0,0,4,5,5,0,99,6000000,1000000,20,340000,100000,490000,100000,3990000,35000000,42000000,0,0,2,0,0,1,50,2
3461,운전직,5400,7500,3,2,19,주부,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,80000,0,80000,0,80000,7000000,18000000,0,0,0,600000,0,3,50,2
3462,사무직,5200,6700,2,2,0,주부,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,110000,0,110000,110000,8000000,13000000,0,0,0,1300000,2,1,45,1
3463,기타,0,4500,2,2,0,운전직,0,1,200508,5000000,5000000,22,0,0,0,5,11,0,0,0,0,0,0,0,0,0,340000,9000000,15000000,0,0,0,0,0,2,70,1
3464,주부,0,5100,4,2,29,2차산업 종사자,3600,2,200510,9000000,9000000,0,0,0,0,0,10,0,22,2000000,13000000,10,390000,140000,490000,140000,590000,60000000,60000000,0,0,2,11100000,26,0,50,1
3465,주부,0,9600,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,4990000,4990000,13000000,13000000,0,0,0,0,0,0,55,2
3466,주부,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,10,30미만,0,0,0,0,0,490000,0,490000,490000,22000000,22000000,0,0,2,0,0,0,30,1
3467,3차산업 종사자,4300,9900,5,2,34,운전직,5600,0,0,0,0,0,0,0,0,0,3,10미만,57,20000000,40000000,0,1990000,1490000,2490000,1490000,3990000,199000000,199000000,0,0,10,4200000,27,0,55,1
3468,단순 사무직,3800,9300,4,1,9,사무직,5600,0,0,0,0,0,0,0,0,0,12,10미만,0,0,0,0,30000,60000,30000,60000,80000,4000000,4000000,0,0,1,0,0,0,45,1
3469,주부,0,5800,5,3,29,,0,0,0,0,0,0,0,0,0,0,12,0,79,15000000,0,50,100000,0,100000,0,6990000,20000000,54000000,0,0,0,62000000,39,6,60,1
3470,기타,0,2800,5,2,44,자영업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0,790000,0,140000,3000000,4000000,0,0,0,3200000,0,0,70,1
3471,3차산업 종사자,4200,5000,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,80000,0,110000,14000000,14000000,0,0,0,0,0,0,60,2
3472,사무직,4800,4800,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,0,590000,0,590000,1000000,1000000,0,0,0,0,0,1,35,1
3473,자영업,0,10500,4,3,39,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,390000,0,90000,11000000,58000000,0,0,0,1300000,0,5,60,2
3474,자영업,5300,11500,2,1,0,자영업,6200,0,0,0,0,0,0,0,0,0,3,0,89,13000000,8000000,0,0,340000,0,340000,340000,26000000,26000000,0,0,0,0,0,0,55,2
3475,주부,0,3800,4,1,29,3차산업 종사자,0,4,200103,65000000,45000000,20,0,0,3,5,2,0,91,16000000,0,0,30000,0,30000,0,190000,22000000,22000000,0,0,0,100000,1,4,50,1
3476,주부,0,6300,5,1,19,사무직,4300,3,200111,19000000,5000000,34,0,0,3,6,6,10미만,93,32000000,6000000,50,590000,0,590000,0,790000,73000000,73000000,0,0,9,8800000,30,4,40,1
3477,주부,0,5700,4,1,24,2차산업 종사자,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,7000000,7000000,0,0,0,300000,3,1,55,1
3478,학생,0,3100,2,1,0,,0,0,0,0,0,0,0,0,0,0,8,20미만,0,0,0,0,150000,0,150000,0,150000,4000000,4000000,0,0,3,0,0,0,35,1
3479,사무직,4700,7800,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,7000000,7000000,0,0,0,400000,1,1,45,2
3480,주부,0,10600,4,2,24,기업/단체 임원,10000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,490000,0,30000,3000000,119000000,0,0,0,0,0,3,50,1
3481,기타,0,2400,4,1,39,주부,0,1,200111,4000000,4000000,44,0,0,0,0,6,10미만,0,0,0,0,190000,0,190000,0,300000,3000000,3000000,0,0,16,20200000,8,4,55,2
3482,2차산업 종사자,0,5200,4,1,39,2차산업 종사자,0,0,0,0,0,0,0,0,0,0,6,0,67,4000000,0,0,0,0,0,0,80000,10000000,10000000,0,0,0,700000,1,1,60,2
3483,3차산업 종사자,3200,3200,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,1000000,1000000,0,0,0,0,0,60000,8000000,8000000,0,0,0,100000,1,1,50,1
3484,사무직,6100,9900,2,1,0,사무직,3900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50000,0,50000,260000,25000000,25000000,2,0,0,0,0,1,40,1
3485,3차산업 종사자,5900,9700,4,2,19,주부,3800,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,790000,0,790000,0,790000,20000000,26000000,1,0,0,7500000,6,1,50,1
3486,주부,0,11100,1,1,0,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,260000,0,260000,260000,12000000,12000000,0,0,0,0,0,0,55,1
3487,주부,0,3100,4,2,39,자영업,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,120000,6000000,8000000,0,0,0,400000,2,4,65,2
3488,주부,0,6400,3,1,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,150000,150000,2000000,2000000,0,0,0,0,0,0,45,2
3489,주부,0,5700,4,1,9,사무직,5700,0,0,0,0,0,0,0,0,0,0,0,98,2000000,2000000,0,120000,0,120000,0,130000,7000000,7000000,0,0,0,600000,8,0,40,2
3490,사무직,5100,6700,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,90000,200000,90000,300000,32000000,32000000,0,0,0,0,0,0,40,2
3491,공무원,0,4000,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,50000,50000,7000000,7000000,0,0,0,0,0,0,30,2
3492,사무직,4700,10000,4,1,19,3차산업 종사자,5400,1,201309,8000000,4000000,0,0,0,5,6,21,10미만,78,7000000,0,50,790000,110000,790000,110000,990000,48000000,48000000,1,0,26,6000000,32,0,45,1
3493,전문직,10000,14900,4,1,29,단순 사무직,4000,0,0,0,0,0,0,0,0,0,1,0,68,4000000,0,0,190000,0,190000,0,4990000,19000000,19000000,4,0,0,39000000,51,1,55,2
3494,사무직,0,7900,4,2,44,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,18000000,25000000,0,0,0,800000,0,6,65,2
3495,학생,0,3000,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,6000000,6000000,0,0,0,200000,1,1,35,2
3496,주부,0,3700,2,1,0,자영업,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,340000,0,340000,0,340000,23000000,23000000,1,0,2,9200000,14,0,60,2
3497,주부,0,3400,3,1,39,,0,0,0,0,0,0,0,0,0,0,25,10미만,0,0,0,0,40000,0,40000,0,40000,5000000,5000000,0,0,8,300000,3,0,60,2
3498,주부,0,11100,4,4,34,기타,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230000,200000,260000,390000,790000,58000000,76000000,0,0,0,4500000,8,4,50,1
3499,주부,0,9200,3,1,34,전문직,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,300000,340000,300000,340000,790000,73000000,73000000,0,0,3,700000,2,3,55,2
3500,2차산업 종사자,3500,3500,6,2,9,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,0,80000,10000000,14000000,0,0,0,1300000,4,1,45,2
3501,단순 노무직,5400,9000,4,1,14,3차산업 종사자,3700,0,0,0,0,0,0,0,0,0,2,20미만,0,0,0,0,130000,0,130000,0,130000,20000000,20000000,0,0,1,0,0,0,45,2
3502,2차산업 종사자,4400,7300,4,2,34,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,100000,0,60000,8000000,17000000,0,0,0,1500000,6,1,55,1
3503,자영업,6000,9800,2,1,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,100000,5000000,5000000,0,0,0,0,0,0,45,1
3504,사무직,4200,6600,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,6000000,0,0,0,0,0,1,45,2
3505,주부,0,4500,4,2,14,2차산업 종사자,4500,3,200704,18000000,18000000,0,0,0,4,5,0,0,0,0,0,0,110000,0,230000,0,200000,20000000,39000000,0,0,0,9600000,26,3,40,1
3506,사무직,0,6500,2,1,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190000,0,1190000,1190000,15000000,15000000,0,0,0,0,0,1,60,1
3507,주부,0,5400,2,1,0,2차산업 종사자,0,0,0,0,0,0,0,0,0,0,23,0,81,18000000,0,0,0,0,0,0,110000,19000000,19000000,0,0,0,100000,1,1,60,1
3508,주부,0,4900,5,2,34,사무직,0,0,0,0,0,0,0,0,0,0,2,10미만,39,23000000,5000000,0,790000,260000,790000,590000,2990000,159000000,199000000,1,0,6,39600000,34,3,60,1
3509,주부,0,7100,4,1,24,사무직,5100,0,0,0,0,0,0,0,0,0,24,10미만,100,34000000,6000000,0,390000,0,390000,0,590000,49000000,49000000,2,0,19,500000,4,1,55,2
3510,3차산업 종사자,3800,9900,4,1,29,운전직,5100,0,0,0,0,0,0,0,0,0,0,0,71,5000000,12000000,0,0,0,0,0,130000,11000000,11000000,0,0,0,70000000,76,3,50,2
3511,,4600,8100,2,1,,,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,24000000,24000000,0,0,0,300000,2,1,45,2
3512,기타,0,6500,3,1,29,주부,0,0,0,0,0,0,0,0,0,0,15,40미만,0,0,0,0,0,80000,0,80000,190000,23000000,23000000,0,0,10,0,0,1,55,2
3513,사무직,4800,8200,7,1,9,3차산업 종사자,3500,1,201308,16000000,16000000,0,0,0,5,6,11,0,90,10000000,9000000,20,390000,50000,390000,50000,490000,35000000,35000000,0,0,11,3700000,32,0,40,2
3514,운전직,5100,5100,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,6000000,6000000,0,0,0,0,0,1,45,2
3515,2차산업 종사자,5400,9400,5,2,19,사무직,4000,0,0,0,0,0,0,0,0,0,6,0,19,6000000,0,0,230000,0,230000,0,300000,44000000,48000000,0,0,0,1200000,7,3,45,1
3516,단순 사무직,6400,12400,5,1,24,3차산업 종사자,5800,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,790000,990000,790000,990000,1990000,119000000,119000000,0,0,0,2800000,7,1,55,1
3517,사무직,5500,5500,1,1,0,,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,80000,18000000,18000000,0,0,0,0,0,1,45,2
3518,2차산업 종사자,5100,5100,3,1,34,,0,0,0,0,0,0,0,0,0,0,3,0,68,15000000,0,10,200000,0,200000,0,790000,36000000,36000000,0,0,0,500000,1,2,60,1
3519,주부,0,5200,2,1,0,사무직,4100,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,150000,4000000,4000000,0,0,10,0,0,1,35,2
3520,,0,3800,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,0,30000,1000000,1000000,0,0,0,0,0,0,65,2
3521,주부,0,7000,4,1,19,자영업,5200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,230000,0,230000,0,390000,24000000,24000000,0,0,1,2500000,7,2,45,2
3522,학생,0,5000,3,2,0,,0,0,0,0,0,0,0,0,0,0,19,30미만,0,0,0,0,0,60000,990000,60000,60000,1000000,16000000,0,0,5,0,0,0,30,2
3523,자영업,4000,4000,1,1,0,,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,0,0,0,0,1,45,2
3524,3차산업 종사자,3300,7600,3,2,29,,0,0,0,0,0,0,0,0,0,0,10,0,86,5000000,0,10,190000,0,260000,0,300000,28000000,35000000,0,0,2,200000,4,1,50,2
3525,주부,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30000,4000000,4000000,0,0,0,100000,1,2,60,1
3526,3차산업 종사자,4000,6700,4,2,34,3차산업 종사자,0,1,201212,3000000,3000000,10,0,0,6,6,34,0,59,4000000,0,0,190000,0,340000,0,340000,20000000,27000000,0,0,8,0,0,0,35,2
3527,사무직,5400,5400,1,1,0,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,35000000,0,0,0,0,0,1190000,36000000,36000000,0,0,2,0,0,1,50,1
3528,주부,0,10300,4,1,24,2차산업 종사자,5800,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,90000,7000000,7000000,0,0,0,22700000,4,0,50,2
3529,공무원,5900,11900,4,2,24,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,7000000,10000000,0,0,0,800000,0,3,60,1
3530,주부,0,8300,2,1,0,2차산업 종사자,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,11000000,0,0,0,0,0,1,50,2
3531,주부,0,5100,5,1,24,사무직,5100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,160000,0,160000,200000,13000000,13000000,0,0,0,5700000,8,3,55,2
3532,공무원,4500,9300,2,1,0,공무원,4800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90000,100000,90000,100000,190000,22000000,22000000,0,0,0,0,0,1,45,1
3533,2차산업 종사자,5800,7300,1,1,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,200000,0,200000,0,200000,8000000,8000000,0,0,7,0,0,0,40,2
3534,사무직,4100,7500,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,100000,3000000,3000000,0,0,0,0,0,0,40,2
3535,3차산업 종사자,3200,5200,3,1,34,,0,0,0,0,0,0,0,0,0,0,9,20미만,35,5000000,1000000,10,190000,0,190000,0,340000,25000000,25000000,0,0,3,2000000,5,0,60,1
3536,자영업,4700,8200,2,1,0,3차산업 종사자,3600,0,0,0,0,0,0,0,0,0,78,90이상,0,0,0,0,0,100000,0,100000,100000,3000000,3000000,0,0,18,0,0,0,50,1
3537,주부,0,9800,4,1,29,3차산업 종사자,5300,0,0,0,0,0,0,0,0,0,2,0,95,6000000,0,10,0,0,0,0,80000,10000000,10000000,0,0,0,0,0,1,55,2
3538,자영업,3800,8100,6,1,14,2차산업 종사자,4300,0,0,0,0,0,0,0,0,0,8,20미만,0,0,0,0,60000,0,60000,0,490000,7000000,7000000,1,0,2,0,0,0,40,1
3539,주부,0,4800,4,1,19,2차산업 종사자,4400,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,70000,4000000,4000000,0,0,0,800000,3,1,45,1
